generic_name,label,pmid,title,active_rate_percent,placebo_rate_percent,differential_percent,dose_or_regimen,endpoint,included_in_csv_summary,extraction_status,audit_note,pubmed_url
lacosamide,BenMenachem2007,17635557,Efficacy and safety of oral lacosamide as adjunctive therapy in adults with partial-onset seizures.,,,,lacosamide 400 mg/day,partial-onset seizures,no,reviewed_no_extractable_differential,Abstract reports 400 mg/day responder and median seizure-frequency reduction values; 600 mg/day was not used because efficacy was not greater and tolerability was poorer.,https://pubmed.ncbi.nlm.nih.gov/17635557/
lamotrigine,Biton2010,20937567,"Adjunctive lamotrigine XR for primary generalized tonic-clonic seizures in a randomized, placebo-controlled study.",,,,lamotrigine XR individualized adjunctive dose,primary generalized tonic-clonic seizures,no,reviewed_no_extractable_differential,Abstract reports median percentage reduction for the 19-week treatment phase. RR50 percentage was not reported.,https://pubmed.ncbi.nlm.nih.gov/20937567/
lamotrigine,Naritoku2007,17938371,Lamotrigine extended-release as adjunctive therapy for partial seizures.,,,,lamotrigine XR individualized adjunctive dose,partial seizures,no,reviewed_no_extractable_differential,Abstract reports once-daily XR responder and median partial-seizure reduction values.,https://pubmed.ncbi.nlm.nih.gov/17938371/
lamotrigine,Ettinger2006,17071141,Effect of lamotrigine on depressive symptoms in adult patients with epilepsy.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/17071141/
lamotrigine,Trevathan2006,16847080,Lamotrigine adjunctive therapy among children and adolescents with primary generalized tonic-clonic seizures.,48.0,17.0,31.0,lamotrigine individualized adjunctive dose,pediatric/adolescent primary generalized tonic-clonic seizures,yes,differential_extracted,Abstract reports pediatric/adolescent PGTC median reduction and maintenance seizure-free rates.,https://pubmed.ncbi.nlm.nih.gov/16847080/
lamotrigine,Pressler2006,16717207,Effect of lamotrigine on cognition in children with epilepsy.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/16717207/
lamotrigine,Biton2005,16344515,"Double-blind, placebo-controlled study of lamotrigine in primary generalized tonic-clonic seizures.",,,,lamotrigine individualized adjunctive dose,primary generalized tonic-clonic seizures,no,reviewed_no_extractable_differential,Abstract reports combined-phase median reduction and maintenance-phase RR50.,https://pubmed.ncbi.nlm.nih.gov/16344515/
lamotrigine,Duchowny1999,10563619,A placebo-controlled trial of lamotrigine add-on therapy for partial seizures in children. Lamictal Pediatric Partial Seizure Study Group.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/10563619/
lamotrigine,Frank1999,10403222,Lamictal (lamotrigine) monotherapy for typical absence seizures in children.,62.0,21.0,41.0,lamotrigine monotherapy responder-enriched regimen,typical absence seizures,yes,differential_extracted,Abstract reports seizure freedom maintained in the double-blind phase.,https://pubmed.ncbi.nlm.nih.gov/10403222/
lamotrigine,Beran1998,9860069,"Double-blind, placebo-controlled, crossover study of lamotrigine in treatment-resistant generalised epilepsy.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/9860069/
lamotrigine,Eriksson1998,9596201,"The efficacy of lamotrigine in children and adolescents with refractory generalized epilepsy: a randomized, double-blind, crossover study.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/9596201/
lamotrigine,Motte1997,9400037,Lamotrigine for generalized seizures associated with the Lennox-Gastaut syndrome. Lamictal Lennox-Gastaut Study Group.,,,,lamotrigine individualized adjunctive dose,LGS major seizures,no,reviewed_no_extractable_differential,Abstract reports LGS RR50; MPC is derived from baseline-to-treatment major-seizure frequency changes in the abstract.,https://pubmed.ncbi.nlm.nih.gov/9400037/
lamotrigine,Boas1996,8937535,Controlled trial of lamotrigine (Lamictal) for treatment-resistant partial seizures.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/8937535/
lamotrigine,Matsuo1996,8814098,"Lamotrigine high-dose tolerability and safety in patients with epilepsy: a double-blind, placebo-controlled, eleven-week study.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/8814098/
lamotrigine,Messenheimer1994,8112232,"Lamotrigine therapy for partial seizures: a multicenter, placebo-controlled, double-blind, cross-over trial.",,,,lamotrigine mostly 400 mg/day,partial seizures,no,reviewed_no_extractable_differential,Abstract reports overall median seizure frequency decreased by 25% with lamotrigine compared with placebo.,https://pubmed.ncbi.nlm.nih.gov/8112232/
lamotrigine,Schapel1993,8505632,"Double-blind, placebo controlled, crossover study of lamotrigine in treatment resistant partial seizures.",,,,lamotrigine 150-300 mg/day,partial seizures,no,reviewed_no_extractable_differential,Abstract reports 22% with >=50% reduction on lamotrigine and none on placebo.,https://pubmed.ncbi.nlm.nih.gov/8505632/
lamotrigine,Loiseau1990,2127016,A randomised double-blind placebo-controlled crossover add-on trial of lamotrigine in patients with treatment-resistant partial seizures.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/2127016/
lamotrigine,Sander1990,2272345,A randomised double-blind placebo-controlled add-on trial of lamotrigine in patients with severe epilepsy.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/2272345/
lamotrigine,Jawad1986,3530305,"The effect of lamotrigine, a novel anticonvulsant, on interictal spikes in patients with epilepsy.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/3530305/
levetiracetam,PeterDerex2022,35963261,"Safety and efficacy of prophylactic levetiracetam for prevention of epileptic seizures in the acute phase of intracerebral haemorrhage (PEACH): a randomised, double-blind, placebo-controlled, phase 3 trial.",,,,,,no,reviewed_no_extractable_differential,Post-stroke prophylaxis endpoint; not included in chronic seizure-frequency max-dose rollup.,https://pubmed.ncbi.nlm.nih.gov/35963261/
levetiracetam,Wu2018,30525116,"Adjunctive levetiracetam in the treatment of Chinese and Japanese adults with generalized tonic-clonic seizures: A double-blind, randomized, placebo-controlled trial.",29.6,3.1,26.5,LEV 1000-3000 mg/day,generalized tonic-clonic seizures,yes,differential_extracted,Flexible-dose regimen allowed escalation to 3000 mg/day; abstract reports active and placebo outcomes.,https://pubmed.ncbi.nlm.nih.gov/30525116/
levetiracetam,Navarro2015,26627366,"Prehospital treatment with levetiracetam plus clonazepam or placebo plus clonazepam in status epilepticus (SAMUKeppra): a randomised, double-blind, phase 3 trial.",,,,,,no,reviewed_no_extractable_differential,Both arms received clonazepam; levetiracetam add-on acute status endpoint is not a chronic seizure-frequency max-dose endpoint.,https://pubmed.ncbi.nlm.nih.gov/26627366/
levetiracetam,Larsson2012,22494796,The effect of levetiracetam on focal nocturnal epileptiform activity during sleep--a placebo-controlled double-blind cross-over study.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/22494796/
levetiracetam,Fattore2011,21320119,"A multicenter, randomized, placebo-controlled trial of levetiracetam in children and adolescents with newly diagnosed absence epilepsy.",,,,,,no,reviewed_no_extractable_differential,"Neonatal seizure study endpoint was short acute electroclinical seizure freedom, not chronic max-dose seizure-frequency efficacy.",https://pubmed.ncbi.nlm.nih.gov/21320119/
levetiracetam,PinaGarza2009,19243423,Adjunctive levetiracetam in infants and young children with refractory partial-onset seizures.,,,,LEV 40-50 mg/kg/day,infant/young-child partial-onset seizures,no,reviewed_no_extractable_differential,Abstract reports pediatric responder and median seizure-frequency reduction values from video-EEG monitoring.,https://pubmed.ncbi.nlm.nih.gov/19243423/
levetiracetam,Peltola2009,19317886,"Once-daily extended-release levetiracetam as adjunctive treatment of partial-onset seizures in patients with epilepsy: a double-blind, randomized, placebo-controlled trial.",,,,,,no,reviewed_no_extractable_differential,LEV XR 1000 mg/day trial was below adult 3000 mg/day maximum; excluded from max-dose rollup.,https://pubmed.ncbi.nlm.nih.gov/19317886/
levetiracetam,Wu2008,18657175,"Multicenter double-blind, randomized, placebo-controlled trial of levetiracetam as add-on therapy in Chinese patients with refractory partial-onset seizures.",10.8,2.0,8.8,LEV 1000-3000 mg/day,partial-onset seizures,yes,differential_extracted,Flexible-dose regimen allowed escalation to 3000 mg/day; abstract reports active and placebo outcomes.,https://pubmed.ncbi.nlm.nih.gov/18657175/
levetiracetam,Xiao2009,19176965,"Efficacy and safety of levetiracetam (3,000 mg/Day) as an adjunctive therapy in Chinese patients with refractory partial seizures.",,,,LEV 3000 mg/day,partial seizures,no,reviewed_no_extractable_differential,Abstract reports 3000 mg/day responder rates; the trial did not show expected efficacy.,https://pubmed.ncbi.nlm.nih.gov/19176965/
levetiracetam,Berkovic2007,17625106,Placebo-controlled study of levetiracetam in idiopathic generalized epilepsy.,34.2,10.7,23.5,LEV target 3000 mg/day adults or 60 mg/kg/day children,generalized tonic-clonic seizures,yes,differential_extracted,Abstract reports target-dose GTC outcomes.,https://pubmed.ncbi.nlm.nih.gov/17625106/
levetiracetam,Glauser2006,16641323,Double-blind placebo-controlled trial of adjunctive levetiracetam in pediatric partial seizures.,6.9,1.0,5.9,LEV target 60 mg/kg/day,pediatric partial-onset seizures,yes,differential_extracted,Abstract reports target-dose pediatric outcomes; MPC is reported as reduction over placebo.,https://pubmed.ncbi.nlm.nih.gov/16641323/
levetiracetam,Tsai2006,16417534,"Efficacy and safety of levetiracetam (up to 2000 mg/day) in Taiwanese patients with refractory partial seizures: a multicenter, randomized, double-blind, placebo-controlled study.",,,,,,no,reviewed_no_extractable_differential,"Highest dose was 2000 mg/day, below adult 3000 mg/day maximum; excluded from max-dose rollup.",https://pubmed.ncbi.nlm.nih.gov/16417534/
levetiracetam,Boon2002,11823112,Dose-response effect of levetiracetam 1000 and 2000 mg/day in partial epilepsy.,,,,,,no,reviewed_no_extractable_differential,"Highest dose was 2000 mg/day, below adult 3000 mg/day maximum; excluded from max-dose rollup.",https://pubmed.ncbi.nlm.nih.gov/11823112/
levetiracetam,BenMenachem2000,11051122,"Efficacy and tolerability of levetiracetam 3000 mg/d in patients with refractory partial seizures: a multicenter, double-blind, responder-selected study evaluating monotherapy. European Levetiracetam Study Group.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/11051122/
levetiracetam,Shorvon2000,10999557,"Multicenter double-blind, randomized, placebo-controlled trial of levetiracetam as add-on therapy in patients with refractory partial seizures. European Levetiracetam Study Group.",,,,,,no,reviewed_no_extractable_differential,"Highest dose was 2000 mg/day, below adult 3000 mg/day maximum; excluded from max-dose rollup.",https://pubmed.ncbi.nlm.nih.gov/10999557/
levetiracetam,Cereghino2000,10908898,"Levetiracetam for partial seizures: results of a double-blind, randomized clinical trial.",,,,LEV 3000 mg/day,partial seizures,no,reviewed_no_extractable_differential,Abstract reports fixed 3000 mg/day responder rate. Seizure freedom was reported only pooled across LEV doses and is not included.,https://pubmed.ncbi.nlm.nih.gov/10908898/
levetiracetam,Betts2000,10845730,"A multicentre, double-blind, randomized, parallel group study to evaluate the tolerability and efficacy of two oral doses of levetiracetam, 2000 mg daily and 4000 mg daily, without titration in patients with refractory epilepsy.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/10845730/
lorazepam,Walker1984,6378615,Lorazepam: a controlled trial in patients with intractable partial complex seizures.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/6378615/
midazolam,Spencer2020,33140403,"Safety and efficacy of midazolam nasal spray for the treatment of intermittent bouts of increased seizure activity in the epilepsy monitoring unit: A double-blind, randomized, placebo-controlled trial.",54.8,38.7,16.1,midazolam nasal spray 5 mg,seizure cluster/EMU 6-hour seizure freedom,yes,differential_extracted,Abstract reports 6-hour post-treatment seizure freedom.,https://pubmed.ncbi.nlm.nih.gov/33140403/
midazolam,Detyniecki2019,31140596,"Safety and efficacy of midazolam nasal spray in the outpatient treatment of patients with seizure clusters-a randomized, double-blind, placebo-controlled trial.",53.7,34.4,19.3,midazolam nasal spray 5 mg,seizure cluster treatment success,yes,differential_extracted,Treatment success required seizure termination within 10 minutes and no recurrence 10 minutes to 6 hours after dosing.,https://pubmed.ncbi.nlm.nih.gov/31140596/
oxcarbazepine,French2013,24359313,Efficacy and safety of extended-release oxcarbazepine (Oxtellar XR™) as adjunctive therapy in patients with refractory partial-onset seizures: a randomized controlled trial.,11.4,3.3,8.1,extended-release oxcarbazepine 2400 mg/day,partial-onset seizures,yes,differential_extracted,"Abstract reports 2400 mg/day responder, median reduction, and 16-week seizure-free rates.",https://pubmed.ncbi.nlm.nih.gov/24359313/
oxcarbazepine,Barcs2000,11114219,"Oxcarbazepine placebo-controlled, dose-ranging trial in refractory partial epilepsy.",,,,oxcarbazepine 2400 mg/day,partial seizures,no,reviewed_no_extractable_differential,Abstract reports 2400 mg/day responder and median reduction values.,https://pubmed.ncbi.nlm.nih.gov/11114219/
oxcarbazepine,Cramer1999,10599817,Oxcarbazepine in a monotherapy trial for partial seizures--placebo-controlled studies in neurology: where do they stop?,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/10599817/
oxcarbazepine,Schachter1999b,10599816,Oxcarbazepine in a monotherapy trial for partial seizures--placebo-controlled studies in neurology: where do they stop?,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/10599816/
oxcarbazepine,Schachter1999,10078718,"Oxcarbazepine: double-blind, randomized, placebo-control, monotherapy trial for partial seizures.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/10078718/
perampanel,Vossler2024,39576191,Efficacy and safety of perampanel in patients with seizures associated with Lennox-Gastaut syndrome: A randomized trial.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/39576191/
perampanel,Nishida2017,29250772,"Adjunctive perampanel in partial-onset seizures: Asia-Pacific, randomized phase III study.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/29250772/
perampanel,Lagae2016,27221398,"Adjunctive perampanel in adolescents with inadequately controlled partial-onset seizures: A randomized study evaluating behavior, efficacy, and safety.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/27221398/
perampanel,French2015,26296511,Perampanel for tonic-clonic seizures in idiopathic generalized epilepsy A randomized trial.,30.9,12.3,18.6,perampanel up to 8 mg/day,primary generalized tonic-clonic seizures,yes,differential_extracted,Abstract reports PGTC responder and seizure-freedom rates; median PGTC reduction values are taken from the reported active/placebo percent changes.,https://pubmed.ncbi.nlm.nih.gov/26296511/
perampanel,Belousova2014,25345628,"[Perampanel in treatment of refractory partial epilepsy in adolescents and adults: results of international multicenter randomized, double-blind, placebo-controlled phase III studies].",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/25345628/
perampanel,French2012b,22905857,Evaluation of adjunctive perampanel in patients with refractory partial-onset seizures: results of randomized global phase III study 305.,,,,perampanel 12 mg/day,partial-onset seizures,no,reviewed_no_extractable_differential,Abstract reports 12 mg/day responder and median seizure-frequency reduction values.,https://pubmed.ncbi.nlm.nih.gov/22905857/
perampanel,French2012,22843280,Adjunctive perampanel for refractory partial-onset seizures: randomized phase III study 304.,,,,perampanel 12 mg/day,partial-onset seizures,no,reviewed_no_extractable_differential,Abstract reports 12 mg/day responder and median seizure-frequency reduction values.,https://pubmed.ncbi.nlm.nih.gov/22843280/
perampanel,Krauss2012,22517103,Randomized phase III study 306: adjunctive perampanel for refractory partial-onset seizures.,,,,,,no,reviewed_no_extractable_differential,Highest focal-seizure dose in this study was 8 mg/day; excluded from the 12 mg/day focal-seizure max-dose rollup.,https://pubmed.ncbi.nlm.nih.gov/22517103/
phenobarbital,Takami2019,30954360,"Efficacy of phenobarbital for benign convulsions with mild gastroenteritis: A randomized, placebo-controlled trial.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/30954360/
phenobarbital,Crawley2000,10703801,"Effect of phenobarbital on seizure frequency and mortality in childhood cerebral malaria: a randomised, controlled intervention study.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/10703801/
phenobarbital,Bacon1981,6116084,Placebo-controlled study of phenobarbitone and phenytoin in the prophylaxis of febrile convulsions.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/6116084/
phenytoin,Young2004,15039684,"A randomized, double-blinded, placebo-controlled trial of phenytoin for the prevention of early posttraumatic seizures in children with moderate to severe blunt head injury.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/15039684/
phenytoin,DeSantis2002,11903465,Add-on phenytoin fails to prevent early seizures after surgery for supratentorial brain tumors: a randomized controlled study.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/11903465/
phenytoin,Dikmen1991,1995974,Neurobehavioral effects of phenytoin prophylaxis of posttraumatic seizures.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/1995974/
phenytoin,Temkin1990,2115976,"A randomized, double-blind study of phenytoin for the prevention of post-traumatic seizures.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/2115976/
phenytoin,Bacon1981,6116084,Placebo-controlled study of phenobarbitone and phenytoin in the prophylaxis of febrile convulsions.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/6116084/
phenytoin,North1980,6101843,Postoperative epilepsy: a double-blind trial of phenytoin after craniotomy.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/6101843/
piracetam,Koskiniemi1998,9527146,"Piracetam relieves symptoms in progressive myoclonus epilepsy: a multicentre, randomised, double blind, crossover study comparing the efficacy and safety of three dosages of oral piracetam with placebo.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/9527146/
pregabalin,Driscoll2021,34033265,"Pregabalin as adjunctive therapy in adult and pediatric patients with generalized tonic-clonic seizures: A randomized, placebo-controlled trial.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/34033265/
pregabalin,Mann2020,32189338,"Pregabalin adjunctive therapy for focal onset seizures in children 1 month to <4 years of age: A double-blind, placebo-controlled, video-electroencephalographic trial.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/32189338/
pregabalin,Antinew2019,30688135,Pregabalin as Adjunctive Treatment for Focal Onset Seizures in Pediatric Patients: A Randomized Controlled Trial.,,,,pregabalin 10 mg/kg/day or 14 mg/kg/day if <30 kg,pediatric focal-onset seizures,no,reviewed_no_extractable_differential,Abstract reports high pediatric dose responder rate and improvement over placebo.,https://pubmed.ncbi.nlm.nih.gov/30688135/
pregabalin,French2014b,24962242,"Adjunctive use of controlled-release pregabalin in adults with treatment-resistant partial seizures: a double-blind, randomized, placebo-controlled trial.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/24962242/
pregabalin,French2014,24415567,Pregabalin monotherapy in patients with partial-onset seizures: a historical-controlled trial.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/24415567/
pregabalin,Baulac2010,20696552,"A comparison of pregabalin, lamotrigine, and placebo as adjunctive therapy in patients with refractory partial-onset seizures.",,,,pregabalin up to 600 mg/day,partial seizures,no,reviewed_no_extractable_differential,Abstract reports responder rates and a placebo-comparator median percentage reduction across treatment.,https://pubmed.ncbi.nlm.nih.gov/20696552/
pregabalin,Lee2009,19222545,"Pregabalin add-on therapy using a flexible, optimized dose schedule in refractory partial epilepsies: a double-blind, randomized, placebo-controlled, multicenter trial.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/19222545/
pregabalin,Elger2005,16393158,"Pregabalin add-on treatment in patients with partial seizures: a novel evaluation of flexible-dose and fixed-dose treatment in a double-blind, placebo-controlled study.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/16393158/
pregabalin,Beydoun2005,15699378,Safety and efficacy of two pregabalin regimens for add-on treatment of partial epilepsy.,,,,pregabalin 600 mg/day TID,partial seizures,no,reviewed_no_extractable_differential,Abstract reports 600 mg/day TID responder and seizure-frequency reduction values; BID was similar but slightly lower.,https://pubmed.ncbi.nlm.nih.gov/15699378/
pregabalin,Arroyo2004,14692903,"Pregabalin add-on treatment: a randomized, double-blind, placebo-controlled, dose-response study in adults with partial seizures.",,,,pregabalin 600 mg/day TID,partial seizures,no,reviewed_no_extractable_differential,Abstract reports 600 mg/day responder and seizure-frequency reduction values.,https://pubmed.ncbi.nlm.nih.gov/14692903/
pregabalin,French2003,12771254,Dose-response trial of pregabalin adjunctive therapy in patients with partial seizures.,,,,pregabalin 600 mg/day BID,partial seizures,no,reviewed_no_extractable_differential,Abstract reports 600 mg/day responder and seizure-frequency reduction values.,https://pubmed.ncbi.nlm.nih.gov/12771254/
progabide,MartinezLage1984,6383790,Progabide treatment in severe epilepsy: a double-blind cross-over trial versus placebo.,,,,,,no,reviewed_no_extractable_differential,"Crossover abstract reports seizure reductions for individual progabide-treated patients but not extractable active/placebo RR50, MPC, or seizure-freedom arm values.",https://pubmed.ncbi.nlm.nih.gov/6383790/
progabide,Loiseau1983,6357772,Double-blind crossover trial of progabide versus placebo in severe epilepsies.,,,,,,no,reviewed_no_extractable_differential,"Crossover abstract reports global improvement and 48-100% total-seizure reductions in some progabide periods, but not extractable active/placebo RR50, MPC, or seizure-freedom arm values.",https://pubmed.ncbi.nlm.nih.gov/6357772/
progabide,Dam1983,6403342,Progabide: a controlled trial in partial epilepsy.,,,,,,no,reviewed_no_extractable_differential,"Crossover abstract reports no significant partial-seizure difference and does not give extractable active/placebo RR50, MPC, or seizure-freedom arm values.",https://pubmed.ncbi.nlm.nih.gov/6403342/
rufinamide,Ohtsuka2014,25219353,Rufinamide as an adjunctive therapy for Lennox-Gastaut syndrome: a randomized double-blind placebo-controlled trial in Japan.,,,,rufinamide adjunctive LGS target/max regimen,LGS tonic-atonic and total seizures,no,reviewed_no_extractable_differential,Abstract reports tonic-atonic seizure median percent change; total-seizure differential was 29.8% and is noted but not used for the primary rollup.,https://pubmed.ncbi.nlm.nih.gov/25219353/
rufinamide,Biton2010,20887365,"A randomized, double-blind, placebo-controlled, parallel-group study of rufinamide as adjunctive therapy for refractory partial-onset seizures.",,,,rufinamide 3200 mg/day,partial-onset seizures,no,reviewed_no_extractable_differential,Abstract reports 3200 mg/day responder and median percentage reduction values.,https://pubmed.ncbi.nlm.nih.gov/20887365/
rufinamide,Elger2010,20061123,"A 24-week multicenter, randomized, double-blind, parallel-group, dose-ranging study of rufinamide in adults and adolescents with inadequately controlled partial seizures.",,,,,,no,reviewed_no_extractable_differential,"Dose-ranging study showed a dose-response trend, but the PubMed abstract does not give arm-specific responder or median percentage reduction values.",https://pubmed.ncbi.nlm.nih.gov/20061123/
rufinamide,Brodie2009,19490053,Rufinamide for the adjunctive treatment of partial seizures in adults and adolescents: a randomized placebo-controlled trial.,,,,rufinamide 3200 mg/day,partial seizures,no,reviewed_no_extractable_differential,Abstract reports 3200 mg/day responder and median partial-seizure reduction values.,https://pubmed.ncbi.nlm.nih.gov/19490053/
rufinamide,Glauser2008,18401024,Rufinamide for generalized seizures associated with Lennox-Gastaut syndrome.,,,,rufinamide adjunctive LGS target/max regimen,LGS total and tonic-atonic seizures,no,reviewed_no_extractable_differential,Abstract reports total seizure median percentage reduction; tonic-atonic differential was 43.9% and is noted but not used for the primary rollup.,https://pubmed.ncbi.nlm.nih.gov/18401024/
rufinamide,Palhagen2001,11164700,"Rufinamide: a double-blind, placebo-controlled proof of principle trial in patients with epilepsy.",,,,rufinamide up to 1600 mg/day,partial or primary generalized tonic-clonic seizures,no,reviewed_no_extractable_differential,Abstract reports responder rates and seizure-frequency percentage changes for the proof-of-principle trial.,https://pubmed.ncbi.nlm.nih.gov/11164700/
seletracetam,KasteleijnNolstTrenite2025,39827675,"A multicenter Phase II randomized, placebo-controlled single-blind trial with the SV2A ligand seletracetam in photosensitive epilepsy patients.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/39827675/
