generic_name,kind,severity,field,status,requires_user_approval,summary,sources,current_value,proposed_value
ethotoin,proposed_row_update,medium,fda_black_box_warning_source,proposed,False,Boxed-warning verification must use FDA/openFDA/FDA label sources only.,https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22ETHOTOIN%22+OR+openfda.brand_name:%22PEGANONE%22&limit=5; https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022lbl.pdf,FDA/DailyMed search on 05-20-2026: no current label found for terms [ethotoin; Peganone].,"FDA/openFDA label API search on 05-20-2026 found no current openFDA SPL label for openfda.generic_name=""ETHOTOIN"" or openfda.brand_name=""PEGANONE""; FDA accessdata Peganone label (NDA010841/S-022, May 2010) reviewed and no boxed-warning section/text was identified."
ethotoin,proposed_row_update,medium,mechanism_source,proposed,False,"The mechanism statement is present in FDA labeling, not in the Orange Book/product listing.",https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022lbl.pdf,FDA Orange Book products file,FDA Peganone (ethotoin) labeling (accessdata.fda.gov; NDA010841/S-022)
ethotoin,proposed_row_update,medium,evidence_sources,proposed,False,"Existing named sources do not support multiple retained clinical pharmacology/dosing facts, and DailyMed is not permissible for boxed-warning verification.",https://api.fda.gov/drug/drugsfda.json?search=products.active_ingredients.name:%22ETHOTOIN%22&limit=5; https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022lbl.pdf; https://pubmed.ncbi.nlm.nih.gov/?term=%28ethotoin%5BTitle%2FAbstract%5D+OR+Peganone%5BTitle%2FAbstract%5D%29+AND+%28randomized+OR+randomised+OR+placebo+OR+trial%29,FDA Orange Book products file; FDA/DailyMed labeling,FDA/openFDA Drugs@FDA; FDA Peganone labeling (accessdata.fda.gov); PubMed
ethotoin,proposed_row_update,medium,available_in_us,proposed,False,FDA/openFDA directly verifies discontinued Peganone oral tablet products.,https://api.fda.gov/drug/drugsfda.json?search=products.active_ingredients.name:%22ETHOTOIN%22&limit=5,No - discontinued FDA Orange Book product,No - discontinued FDA/openFDA Drugs@FDA product
ethotoin,proposed_row_update,medium,fda_black_box_warning,proposed,False,FDA accessdata labeling exists; boxed-warning field should state FDA-label boxed-warning status and avoid DailyMed.,https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22ETHOTOIN%22+OR+openfda.brand_name:%22PEGANONE%22&limit=5; https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022lbl.pdf,No current FDA/DailyMed label identified.,No FDA boxed warning identified in FDA Peganone (ethotoin) labeling reviewed.
ethotoin,proposed_row_update,medium,fda_black_box_warning_source,proposed,False,Use FDA/openFDA and FDA accessdata only for boxed-warning verification.,https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22ETHOTOIN%22+OR+openfda.brand_name:%22PEGANONE%22&limit=5; https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022lbl.pdf,FDA/DailyMed search on 05-20-2026: no current label found for terms [ethotoin; Peganone].,"FDA/openFDA label API search on 05-20-2026 found no current openFDA SPL label for openfda.generic_name=""ETHOTOIN"" or openfda.brand_name=""PEGANONE""; FDA accessdata Peganone label (NDA010841/S-022, May 2010) reviewed and no boxed-warning section/text was identified."
ethotoin,proposed_row_update,medium,epilepsy_type,proposed,False,FDA label provides the labeled seizure categories.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022lbl.pdf,Historical/unspecified epilepsy (specific FDA-labeled seizure category not available from Orange Book listing),Tonic-clonic (grand mal) and complex partial (psychomotor) seizures
ethotoin,proposed_row_update,medium,filter_epilepsy_type,proposed,False,Align filter with FDA-labeled seizure categories.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022lbl.pdf,Historical/unspecified epilepsy,Tonic-clonic and complex partial seizures
ethotoin,proposed_row_update,medium,formulations_available,proposed,False,FDA sources support tablet formulation and historical strengths.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022lbl.pdf; https://api.fda.gov/drug/drugsfda.json?search=products.active_ingredients.name:%22ETHOTOIN%22&limit=5,Historical oral tablet (not marketed in U.S.),Historical oral tablets: Peganone 250 mg in FDA label; FDA/openFDA Drugs@FDA lists discontinued Peganone oral tablet products at 250 mg and 500 mg.
ethotoin,proposed_row_update,medium,half_life_range,proposed,False,FDA Peganone label provides half-life data.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022lbl.pdf,N/A - no current FDA/DailyMed label located and FDA Orange Book product listing does not provide half-life.,3-9 hours at plasma concentrations below about 8 mcg/mL; FDA label also notes a reported half-life of 6-9 hours with 4-6 hour dosing intervals.
ethotoin,proposed_row_update,medium,major_organ_for_metabolism,proposed,False,FDA Peganone label supports hepatic metabolism.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022lbl.pdf,N/A - no current FDA/DailyMed label located and FDA Orange Book product listing does not provide metabolism information.,Liver; FDA label states ethotoin is apparently biotransformed by the liver.
ethotoin,proposed_row_update,medium,filter_metabolism,proposed,False,FDA label supports liver biotransformation.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022lbl.pdf,Limited/unknown,Hepatic
ethotoin,proposed_row_update,medium,mechanism_of_action,proposed,False,FDA Peganone label supports a limited phenytoin-like mechanism statement.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022lbl.pdf,N/A - no current FDA/DailyMed label located; FDA Orange Book confirms historical U.S. product approval/listing but does not provide mechanism of action.,Hydantoin antiepileptic; mechanism probably similar to phenytoin: stabilizes rather than raises seizure threshold and prevents spread of seizure activity.
ethotoin,proposed_row_update,medium,mechanism_source,proposed,False,"Mechanism is supported by FDA label, not Orange Book/product listing.",https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022lbl.pdf,FDA Orange Book products file,FDA Peganone (ethotoin) labeling (accessdata.fda.gov; NDA010841/S-022)
ethotoin,proposed_row_update,medium,mechanism_source_tier,proposed,False,Correct source tier for the mechanism statement.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022lbl.pdf,Historical/limited,FDA labeling
ethotoin,proposed_row_update,medium,filter_mechanism,proposed,False,FDA label identifies ethotoin as a hydantoin with probable phenytoin-like mechanism.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022lbl.pdf,Other / unclear,Hydantoin / phenytoin-like (limited confidence)
ethotoin,proposed_row_update,medium,enzyme_inducing_or_inhibiting,proposed,False,FDA label exists and gives limited metabolism/interaction information.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022lbl.pdf,N/A - no current FDA/DailyMed label located and FDA Orange Book product listing does not describe enzyme induction or inhibition.,Limited/unknown: FDA label does not document ethotoin enzyme induction/inhibition; it notes saturable metabolism and cautions that a phenytoin-like coumarin anticoagulant interaction may occur without documentation.
ethotoin,proposed_row_update,medium,maximum_approved_daily_dose,proposed,False,FDA label provides usual adult maintenance dose of 2 to 3 g daily.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022lbl.pdf,N/A - no current FDA/DailyMed label located and FDA Orange Book product listing does not provide a maximum approved daily dose.,3 g/day (upper end of usual adult maintenance dose; label does not state a separate maximum)
ethotoin,proposed_row_update,medium,minimum_effective_dose,proposed,False,FDA label supports adult minimum-effective threshold wording.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022lbl.pdf,N/A - no current FDA/DailyMed label located and FDA Orange Book product listing does not provide a minimum effective dose.,Adults: 2 g/day; FDA label states less than 2 g/day has been ineffective in most adults.
ethotoin,proposed_row_update,medium,typical_doses_per_day,proposed,False,FDA label provides dosing frequency.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022lbl.pdf,N/A - no current FDA/DailyMed label located and FDA Orange Book product listing does not provide dosing.,"4 to 6 divided doses daily, after food."
ethotoin,proposed_row_update,medium,adverse_symptoms_percentages,proposed,False,"FDA label exists but adverse reactions are qualitative, not percentage-based.",https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022lbl.pdf,N/A 0%: no current FDA/DailyMed label identified; FDA Orange Book product listing does not provide adverse-event percentages.,N/A: FDA Peganone label lists adverse reactions qualitatively and does not provide adverse-event incidence percentages.
ethotoin,proposed_row_update,medium,qt_interval_effect,proposed,False,Retain unknown QT effect but correct source rationale.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022lbl.pdf,N/A - no current FDA/DailyMed label located and FDA Orange Book product listing does not describe QT effect.,N/A - FDA Peganone label does not describe a QT-interval effect.
ethotoin,proposed_row_update,medium,year_fda_cleared,proposed,False,FDA/openFDA provides a more precise original approval date.,https://api.fda.gov/drug/drugsfda.json?search=products.active_ingredients.name:%22ETHOTOIN%22&limit=5; https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/010841s022ltr.pdf,"Approved Prior to Jan 1, 1982 (FDA Orange Book)","1957 (FDA/openFDA Drugs@FDA original approval Apr 22, 1957; Orange Book may display Approved prior to Jan 1, 1982)"
ethotoin,proposed_row_update,medium,status_or_notes,proposed,False,"FDA/openFDA supports exact NDA, approval date, and discontinued status.",https://api.fda.gov/drug/drugsfda.json?search=products.active_ingredients.name:%22ETHOTOIN%22&limit=5,FDA Orange Book pre-1982 legacy ASM product (Peganone); discontinued U.S. product listing.,"FDA/openFDA Drugs@FDA legacy ASM product (Peganone; NDA010841; original approval Apr 22, 1957); discontinued U.S. product listing."
ethotoin,proposed_row_update,medium,rct_pubmed_verification_notes,proposed,False,Refresh date and document non-qualifying PubMed hits.,https://pubmed.ncbi.nlm.nih.gov/?term=%28ethotoin%5BTitle%2FAbstract%5D+OR+Peganone%5BTitle%2FAbstract%5D%29+AND+%28randomized+OR+randomised+OR+placebo+OR+trial%29; https://pubmed.ncbi.nlm.nih.gov/1973383/; https://pubmed.ncbi.nlm.nih.gov/7194443/,No qualifying phase II/III placebo-controlled randomized epilepsy RCT was retained in the PubMed RCT audit/gap review as of 05-19-2026; RCT section set to N/A per current scope.,No qualifying phase II/III placebo-controlled randomized epilepsy RCT found in PubMed search as of 05-20-2026; PMID 1973383 is retrospective adjunctive ethotoin therapy and PMID 7194443 is not an ethotoin efficacy RCT.
everolimus,fact_check,high,trade_names,missing,False,"Current names are valid. Zortress is also an FDA everolimus trade name and is relevant because the boxed warning applies to transplant-label everolimus products. Do not add ""Everolimus"" as a trade name; that is the generic name.",https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/203985s023%2C022334s051lbl.pdf; https://www.ema.europa.eu/en/medicines/human/EPAR/votubia; https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021560s021lbl.pdf,Afinitor; Afinitor Disperz; Votubia,Afinitor; Afinitor Disperz; Votubia; Zortress
everolimus,fact_check,high,mechanism_source,incorrect,False,The mechanism is supported by FDA labeling; replace DailyMed wording with an FDA/accessdata source for trusted-source concordance.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/203985s023%2C022334s051lbl.pdf,FDA/DailyMed labeling,FDA/accessdata AFINITOR/AFINITOR DISPERZ labeling
everolimus,fact_check,critical,filter_enzyme_effect,incorrect,True,"The row text and FDA label support substrate/affected-by-modulators classification. The ""Inhibitor"" filter is not supported as clinically meaningful.",https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/203985s023%2C022334s051lbl.pdf,Inhibitor; Substrate / affected by modulators,Substrate / affected by modulators
everolimus,fact_check,critical,adverse_symptoms_percentages,incorrect,True,"The current row mixes or misstates percentages for TSC-associated seizure use. FDA EXIST-3 high-trough AFINITOR DISPERZ data support stomatitis 64%, diarrhea 22%, vomiting 10%, nasopharyngitis 16%, upper respiratory tract infection 15%, pyrexia 14%, cough 10%, and rash 10%.",https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/203985s023%2C022334s051lbl.pdf,"GI/oral: stomatitis 64%, infectious: infection 50%, GI: diarrhea 24%, dermatologic: rash 21%, respiratory: cough 20%, constitutional: fatigue 14%","GI/oral: stomatitis 64%; GI: diarrhea 22%, vomiting 10%; infectious: nasopharyngitis 16%, upper respiratory tract infection 15%; constitutional: pyrexia 14%; respiratory: cough 10%; dermatologic: rash 10%"
everolimus,fact_check,high,evidence_sources,incorrect,False,"Healthline is outside the requested trusted domains, and DailyMed should not be used for boxed-warning verification. FDA, PubMed, ClinicalTrials.gov, and EMA sources support the retained facts.",https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/203985s023%2C022334s051lbl.pdf; https://api.fda.gov/drug/label.json?search=openfda.spl_set_id%3A%2243ef3c29-0e25-4fdd-aea1-06a20af9bbab%22&limit=5; https://pubmed.ncbi.nlm.nih.gov/27613521/; https://clinicaltrials.gov/study/NCT01713946; https://www.ema.europa.eu/en/medicines/human/EPAR/votubia,Epilepsy Society ASM list; Healthline ASM list; FDA/DailyMed labeling,FDA/accessdata AFINITOR/AFINITOR DISPERZ labeling; FDA/openFDA labeling; PubMed; ClinicalTrials.gov; EMA Votubia EPAR
everolimus,fact_check,high,fda_black_box_warning_source,incorrect,False,DailyMed is not permissible for the FDA boxed-warning field; the FDA/openFDA API URL is the appropriate source.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id%3A%2243ef3c29-0e25-4fdd-aea1-06a20af9bbab%22&limit=5,"FDA/DailyMed SPL; status=boxed_warning_found; setid=43ef3c29-0e25-4fdd-aea1-06a20af9bbab; published=Mar 02, 2026; title=EVEROLIMUS TABLET [AUROBINDO PHARMA LIMITED]; url=https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=43ef3c29-0e25-4fdd-aea1-06a20af9bbab",FDA/openFDA drug label API; status=boxed_warning_found; spl_set_id=43ef3c29-0e25-4fdd-aea1-06a20af9bbab; effective_time=20260226; title=everolimus / EVEROLIMUS; api_url=https://api.fda.gov/drug/label.json?search=openfda.spl_set_id%3A%2243ef3c29-0e25-4fdd-aea1-06a20af9bbab%22&limit=5
everolimus,missing_rct,high,pubmed_phase_ii_iii_rct_links,missing,False,"PubMed/ClinicalTrials.gov identify this as a phase II randomized, double-blind, placebo-controlled crossover everolimus trial in refractory seizures with focal cortical dysplasia type II (NCT03198949). Add if the CSV tracks all placebo-controlled seizure RCTs for the drug, with caveat that it is outside the FDA-approved TSC seizure indication.",https://pubmed.ncbi.nlm.nih.gov/39607729/,,Kim2024|https://pubmed.ncbi.nlm.nih.gov/39607729/
everolimus,proposed_row_update,medium,fda_black_box_warning_source,proposed,False,"Black-box warning field must use FDA/openFDA, FDA label, or Drugs@FDA, not DailyMed.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id%3A%2243ef3c29-0e25-4fdd-aea1-06a20af9bbab%22&limit=5,"FDA/DailyMed SPL; status=boxed_warning_found; setid=43ef3c29-0e25-4fdd-aea1-06a20af9bbab; published=Mar 02, 2026; title=EVEROLIMUS TABLET [AUROBINDO PHARMA LIMITED]; url=https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=43ef3c29-0e25-4fdd-aea1-06a20af9bbab",FDA/openFDA drug label API; status=boxed_warning_found; spl_set_id=43ef3c29-0e25-4fdd-aea1-06a20af9bbab; effective_time=20260226; title=everolimus / EVEROLIMUS; api_url=https://api.fda.gov/drug/label.json?search=openfda.spl_set_id%3A%2243ef3c29-0e25-4fdd-aea1-06a20af9bbab%22&limit=5
everolimus,proposed_row_update,medium,mechanism_source,proposed,False,Mechanism source should cite FDA accessdata label rather than DailyMed wording.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/203985s023%2C022334s051lbl.pdf,FDA/DailyMed labeling,FDA/accessdata AFINITOR/AFINITOR DISPERZ labeling
everolimus,proposed_row_update,medium,evidence_sources,proposed,False,Current evidence_sources includes non-trusted or non-preferred sources for this audit; replacement sources support the row facts.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/203985s023%2C022334s051lbl.pdf; https://api.fda.gov/drug/label.json?search=openfda.spl_set_id%3A%2243ef3c29-0e25-4fdd-aea1-06a20af9bbab%22&limit=5; https://pubmed.ncbi.nlm.nih.gov/27613521/; https://clinicaltrials.gov/study/NCT01713946; https://www.ema.europa.eu/en/medicines/human/EPAR/votubia,Epilepsy Society ASM list; Healthline ASM list; FDA/DailyMed labeling,FDA/accessdata AFINITOR/AFINITOR DISPERZ labeling; FDA/openFDA labeling; PubMed; ClinicalTrials.gov; EMA Votubia EPAR
everolimus,proposed_row_update,critical,adverse_symptoms_percentages,proposed,True,Corrects TSC-associated seizure EXIST-3 high-trough adverse-event percentages from FDA labeling.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/203985s023%2C022334s051lbl.pdf,"GI/oral: stomatitis 64%, infectious: infection 50%, GI: diarrhea 24%, dermatologic: rash 21%, respiratory: cough 20%, constitutional: fatigue 14%","GI/oral: stomatitis 64%; GI: diarrhea 22%, vomiting 10%; infectious: nasopharyngitis 16%, upper respiratory tract infection 15%; constitutional: pyrexia 14%; respiratory: cough 10%; dermatologic: rash 10%"
everolimus,proposed_row_update,medium,trade_names,proposed,False,Adds an FDA-recognized everolimus trade name relevant to the boxed-warning/transplant labeling; current listed names remain valid.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021560s021lbl.pdf; https://www.ema.europa.eu/en/medicines/human/EPAR/votubia,Afinitor; Afinitor Disperz; Votubia,Afinitor; Afinitor Disperz; Votubia; Zortress
everolimus,proposed_row_update,medium,pubmed_phase_ii_iii_rct_links,proposed,False,"French2016 is verified. Kim2024 appears to be an additional phase II randomized placebo-controlled everolimus seizure trial in FCD II, outside the FDA-approved TSC seizure indication.",https://pubmed.ncbi.nlm.nih.gov/27613521/; https://pubmed.ncbi.nlm.nih.gov/39607729/; https://clinicaltrials.gov/study/NCT03198949,French2016|https://pubmed.ncbi.nlm.nih.gov/27613521/,French2016|https://pubmed.ncbi.nlm.nih.gov/27613521/; Kim2024|https://pubmed.ncbi.nlm.nih.gov/39607729/
everolimus,proposed_row_update,medium,rct_pubmed_verification_notes,proposed,False,Updates RCT audit notes and rejects deterministic false positives such as TSC tumor/cognition/commentary papers.,https://pubmed.ncbi.nlm.nih.gov/27613521/; https://clinicaltrials.gov/study/NCT01713946; https://pubmed.ncbi.nlm.nih.gov/39607729/; https://clinicaltrials.gov/study/NCT03198949,PubMed loop 19/65 on 2026-05-15: 1 qualifying placebo-controlled randomized clinical trial report(s) retained from 9 PubMed candidate(s). Links were rebuilt from fetched PubMed PMID metadata and named FirstAuthorYear. Differential effectiveness columns summarize extractable maximum effective dose/regimen values within qualifying RCT reports.,"Audit 2026-05-20: French2016 (PMID 27613521) verified as phase 3 randomized double-blind placebo-controlled EXIST-3 everolimus/RAD001 adjunctive seizure trial in TSC-associated treatment-resistant focal-onset seizures. Kim2024 (PMID 39607729; NCT03198949) identified as an additional phase 2 randomized double-blind placebo-controlled crossover seizure trial in focal cortical dysplasia type II, outside the FDA-approved TSC seizure indication. Non-seizure TSC tumor/cognition/commentary reports should not be retained as ASM seizure-efficacy RCTs."
everolimus,proposed_row_update,medium,evidence_sources,proposed,False,Replaces non-trusted/unsupported source names with trusted domains used for this audit.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/203985s023%2C022334s051lbl.pdf; https://api.fda.gov/drug/label.json?search=openfda.spl_set_id%3A%2243ef3c29-0e25-4fdd-aea1-06a20af9bbab%22&limit=5; https://pubmed.ncbi.nlm.nih.gov/27613521/; https://clinicaltrials.gov/study/NCT01713946; https://www.ema.europa.eu/en/medicines/human/EPAR/votubia,Epilepsy Society ASM list; Healthline ASM list; FDA/DailyMed labeling,FDA/accessdata AFINITOR/AFINITOR DISPERZ labeling; FDA/openFDA labeling; PubMed; ClinicalTrials.gov; EMA Votubia EPAR
everolimus,proposed_row_update,medium,mechanism_source,proposed,False,Mechanism is supported by FDA accessdata labeling; DailyMed wording should be removed from the cited source text.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/203985s023%2C022334s051lbl.pdf,FDA/DailyMed labeling,FDA/accessdata AFINITOR/AFINITOR DISPERZ labeling
everolimus,proposed_row_update,medium,fda_black_box_warning_source,proposed,False,DailyMed cannot be used for FDA boxed-warning verification; FDA/openFDA source is required.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id%3A%2243ef3c29-0e25-4fdd-aea1-06a20af9bbab%22&limit=5,"FDA/DailyMed SPL; status=boxed_warning_found; setid=43ef3c29-0e25-4fdd-aea1-06a20af9bbab; published=Mar 02, 2026; title=EVEROLIMUS TABLET [AUROBINDO PHARMA LIMITED]; url=https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=43ef3c29-0e25-4fdd-aea1-06a20af9bbab",FDA/openFDA drug label API; status=boxed_warning_found; spl_set_id=43ef3c29-0e25-4fdd-aea1-06a20af9bbab; effective_time=20260226; title=everolimus / EVEROLIMUS; api_url=https://api.fda.gov/drug/label.json?search=openfda.spl_set_id%3A%2243ef3c29-0e25-4fdd-aea1-06a20af9bbab%22&limit=5
everolimus,proposed_row_update,critical,filter_enzyme_effect,proposed,True,"FDA labeling supports CYP3A4/P-gp substrate/affected-by-modulators status, not clinically meaningful inhibitor status.",https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/203985s023%2C022334s051lbl.pdf,Inhibitor; Substrate / affected by modulators,Substrate / affected by modulators
ezogabine,fact_check,critical,filter_enzyme_effect,incorrect,True,The row's filter conflicts with the populated enzyme fact and FDA/NCBI sources; ezogabine is not a major CYP inhibitor.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/022345s011lbl.pdf; https://www.ncbi.nlm.nih.gov/books/NBK548304/,Inhibitor,None/Not a major inducer or inhibitor
ezogabine,fact_check,high,mechanism_source,incorrect,False,"The EMA withdrawal page supports authorization withdrawal but not mechanism. EMA's EPAR summary, Sills/Rogawski, and LiverTox support the potassium-channel mechanism.",https://www.ema.europa.eu/en/documents/overview/trobalt-epar-summary-public_en.pdf; https://pubmed.ncbi.nlm.nih.gov/32120063/; https://www.ncbi.nlm.nih.gov/books/NBK548304/,EMA Trobalt withdrawal page; Sills and Rogawski 2020 ASM mechanism review,EMA Trobalt EPAR summary; Sills and Rogawski 2020 ASM mechanism review; NCBI LiverTox Ezogabine
ezogabine,fact_check,high,mechanism_source_tier,incorrect,False,"The row cites an EMA EPAR-type source and a peer-reviewed mechanism review, not a UK SmPC located during audit.",https://www.ema.europa.eu/en/documents/overview/trobalt-epar-summary-public_en.pdf; https://pubmed.ncbi.nlm.nih.gov/32120063/,EMA/UK SmPC,EMA EPAR/peer-reviewed review
ezogabine,fact_check,critical,qt_interval_effect,incorrect,True,"FDA labeling documents a QT interval effect. The withdrawal-causation statement is contradicted by ILAE/GSK and EMA withdrawal notices, which state permanent discontinuation/withdrawal was for limited usage/commercial reasons.",https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/022345s011lbl.pdf; https://www.ilae.org/files/dmfile/GSK_RetigabineTrobalt-Reminder.pdf; https://www.ema.europa.eu/en/documents/public-statement/public-statement-trobalt-withdrawal-marketing-authorisation-european-union_en.pdf,QT prolongation not typical; urinary/retinal toxicity drove withdrawal,"QT prolongation possible; FDA label reports mean 7.7-msec QT prolongation at 400 mg TID and recommends monitoring in at-risk patients. Global discontinuation was attributed by GSK/EMA to limited use/commercial reasons, not efficacy or safety."
ezogabine,fact_check,high,evidence_sources,incorrect,False,"DailyMed should not be used for black-box verification, and the mechanism is supported by EMA EPAR rather than the EMA withdrawal page. FDA labeling and FDA safety communication should be named explicitly.",https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/022345s011lbl.pdf; https://www.fda.gov/drugs/drug-safety-and-availability/fda-drug-safety-communication-fda-determines-2013-labeling-adequate-manage-risk-retinal; https://www.ncbi.nlm.nih.gov/books/NBK548304/; https://www.ema.europa.eu/en/documents/overview/trobalt-epar-summary-public_en.pdf; https://www.ema.europa.eu/en/documents/public-statement/public-statement-trobalt-withdrawal-marketing-authorisation-european-union_en.pdf; https://www.ilae.org/files/dmfile/GSK_RetigabineTrobalt-Reminder.pdf; https://pubmed.ncbi.nlm.nih.gov/32120063/,NCBI LiverTox anticonvulsants table; EMA Trobalt withdrawal page; ILAE/GSK discontinuation notice; Sills and Rogawski 2020 ASM mechanism review; FDA/DailyMed labeling,FDA Potiga prescribing information; FDA Potiga Drug Safety Communication; NCBI LiverTox Ezogabine; EMA Trobalt EPAR summary and withdrawal statement; ILAE/GSK Trobalt/Potiga discontinuation notice; Sills and Rogawski 2020 ASM mechanism review; cited PubMed RCTs
ezogabine,outcome_check,info,plot_diff_seizure_freedom_maximum_effective_dose,not_applicable,False,No plotted seizure-freedom differential is present; this is consistent with the NR seizure-freedom summary.,https://pubmed.ncbi.nlm.nih.gov/27376872/; https://pubmed.ncbi.nlm.nih.gov/21451152/; https://pubmed.ncbi.nlm.nih.gov/20944074/; https://pubmed.ncbi.nlm.nih.gov/17420403/,,
ezogabine,black_box_warning,critical,fda_black_box_warning,incorrect,True,"The 2016 FDA Potiga label contains a boxed warning for retinal abnormalities and potential vision loss, and FDA's 2015 Drug Safety Communication explicitly refers to recommendations in the Boxed Warning. DailyMed should not be cited for this field.",https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/022345s011lbl.pdf; https://www.fda.gov/drugs/drug-safety-and-availability/fda-drug-safety-communication-fda-determines-2013-labeling-adequate-manage-risk-retinal,No current FDA/DailyMed label identified.,Boxed warning in last FDA-approved Potiga label: retinal abnormalities and potential vision loss.
ezogabine,proposed_row_update,critical,fda_black_box_warning_source,proposed,True,FDA sources directly support a boxed warning; DailyMed is not permissible for this field.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/022345s011lbl.pdf; https://www.fda.gov/drugs/drug-safety-and-availability/fda-drug-safety-communication-fda-determines-2013-labeling-adequate-manage-risk-retinal,FDA/DailyMed search on 05-20-2026: no current label found for terms [ezogabine; retigabine; Potiga; Trobalt].,"FDA Potiga prescribing information, May 2016, and FDA Drug Safety Communication, 06-16-2015: boxed warning for retinal abnormalities and potential vision loss identified for Potiga (ezogabine)."
ezogabine,proposed_row_update,medium,evidence_sources,proposed,False,Improves source specificity and removes DailyMed for black-box support.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/022345s011lbl.pdf; https://www.fda.gov/drugs/drug-safety-and-availability/fda-drug-safety-communication-fda-determines-2013-labeling-adequate-manage-risk-retinal; https://www.ncbi.nlm.nih.gov/books/NBK548304/; https://www.ema.europa.eu/en/documents/overview/trobalt-epar-summary-public_en.pdf; https://www.ema.europa.eu/en/documents/public-statement/public-statement-trobalt-withdrawal-marketing-authorisation-european-union_en.pdf; https://www.ilae.org/files/dmfile/GSK_RetigabineTrobalt-Reminder.pdf; https://pubmed.ncbi.nlm.nih.gov/32120063/,NCBI LiverTox anticonvulsants table; EMA Trobalt withdrawal page; ILAE/GSK discontinuation notice; Sills and Rogawski 2020 ASM mechanism review; FDA/DailyMed labeling,FDA Potiga prescribing information; FDA Potiga Drug Safety Communication; NCBI LiverTox Ezogabine; EMA Trobalt EPAR summary and withdrawal statement; ILAE/GSK Trobalt/Potiga discontinuation notice; Sills and Rogawski 2020 ASM mechanism review; cited PubMed RCTs
ezogabine,proposed_row_update,medium,mechanism_source,proposed,False,"EMA EPAR, not EMA withdrawal page, supports the mechanism cell.",https://www.ema.europa.eu/en/documents/overview/trobalt-epar-summary-public_en.pdf; https://pubmed.ncbi.nlm.nih.gov/32120063/; https://www.ncbi.nlm.nih.gov/books/NBK548304/,EMA Trobalt withdrawal page; Sills and Rogawski 2020 ASM mechanism review,EMA Trobalt EPAR summary; Sills and Rogawski 2020 ASM mechanism review; NCBI LiverTox Ezogabine
