id,severity,kind,generic_name,source,column,safe_to_apply,requires_approval,summary,evidence_url,current_value,proposed_value
new_pubmed_phase_ii_iii_rct-fdad5246446e,high,new_pubmed_phase_ii_iii_rct,levetiracetam,PubMed,pubmed_phase_ii_iii_rct_links,True,False,"New qualifying placebo-controlled randomized phase II/III ASM trial report: Assessment of behavioral and emotional functioning using standardized instruments in children and adolescents with partial-onset seizures treated with adjunctive levetiracetam in a randomized, placebo-controlled trial.",https://pubmed.ncbi.nlm.nih.gov/20547106/,PeterDerex2022|https://pubmed.ncbi.nlm.nih.gov/35963261/; Wu2018|https://pubmed.ncbi.nlm.nih.gov/30525116/; Navarro2015|https://pubmed.ncbi.nlm.nih.gov/26627366/; Larsson2012|https://pubmed.ncbi.nlm.nih.gov/22494796/; Fattore2011|https://pubmed.ncbi.nlm.nih.gov/21320119/; Xiao2009|https://pubmed.ncbi.nlm.nih.gov/19176965/; PinaGarza2009|https://pubmed.ncbi.nlm.nih.gov/19243423/; Peltola2009|https://pubmed.ncbi.nlm.nih.gov/19317886/; Wu2008|https://pubmed.ncbi.nlm.nih.gov/18657175/; Berkovic2007|https://pubmed.ncbi.nlm.nih.gov/17625106/; Tsai2006|https://pubmed.ncbi.nlm.nih.gov/16417534/; Glauser2006|https://pubmed.ncbi.nlm.nih.gov/16641323/; Boon2002|https://pubmed.ncbi.nlm.nih.gov/11823112/; Shorvon2000|https://pubmed.ncbi.nlm.nih.gov/10999557/; Cereghino2000|https://pubmed.ncbi.nlm.nih.gov/10908898/; Betts2000|https://pubmed.ncbi.nlm.nih.gov/10845730/; BenMenachem2000|https://pubmed.ncbi.nlm.nih.gov/11051122/,delaLoge2010|https://pubmed.ncbi.nlm.nih.gov/20547106/
new_pubmed_phase_ii_iii_rct-651ffcb4747d,high,new_pubmed_phase_ii_iii_rct,levetiracetam,PubMed,pubmed_phase_ii_iii_rct_links,True,False,"New qualifying placebo-controlled randomized phase II/III ASM trial report: Neurocognitive effects of adjunctive levetiracetam in children with partial-onset seizures: a randomized, double-blind, placebo-controlled, noninferiority trial.",https://pubmed.ncbi.nlm.nih.gov/19702752/,PeterDerex2022|https://pubmed.ncbi.nlm.nih.gov/35963261/; Wu2018|https://pubmed.ncbi.nlm.nih.gov/30525116/; Navarro2015|https://pubmed.ncbi.nlm.nih.gov/26627366/; Larsson2012|https://pubmed.ncbi.nlm.nih.gov/22494796/; Fattore2011|https://pubmed.ncbi.nlm.nih.gov/21320119/; Xiao2009|https://pubmed.ncbi.nlm.nih.gov/19176965/; PinaGarza2009|https://pubmed.ncbi.nlm.nih.gov/19243423/; Peltola2009|https://pubmed.ncbi.nlm.nih.gov/19317886/; Wu2008|https://pubmed.ncbi.nlm.nih.gov/18657175/; Berkovic2007|https://pubmed.ncbi.nlm.nih.gov/17625106/; Tsai2006|https://pubmed.ncbi.nlm.nih.gov/16417534/; Glauser2006|https://pubmed.ncbi.nlm.nih.gov/16641323/; Boon2002|https://pubmed.ncbi.nlm.nih.gov/11823112/; Shorvon2000|https://pubmed.ncbi.nlm.nih.gov/10999557/; Cereghino2000|https://pubmed.ncbi.nlm.nih.gov/10908898/; Betts2000|https://pubmed.ncbi.nlm.nih.gov/10845730/; BenMenachem2000|https://pubmed.ncbi.nlm.nih.gov/11051122/,Levisohn2009|https://pubmed.ncbi.nlm.nih.gov/19702752/
new_pubmed_phase_ii_iii_rct-10982ca5dd1f,high,new_pubmed_phase_ii_iii_rct,levetiracetam,PubMed,pubmed_phase_ii_iii_rct_links,True,False,"New qualifying placebo-controlled randomized phase II/III ASM trial report: Levetiracetam as add-on therapy for idiopathic generalized epilepsy syndromes with onset during adolescence: analysis of two randomized, double-blind, placebo-controlled studies.",https://pubmed.ncbi.nlm.nih.gov/19327967/,PeterDerex2022|https://pubmed.ncbi.nlm.nih.gov/35963261/; Wu2018|https://pubmed.ncbi.nlm.nih.gov/30525116/; Navarro2015|https://pubmed.ncbi.nlm.nih.gov/26627366/; Larsson2012|https://pubmed.ncbi.nlm.nih.gov/22494796/; Fattore2011|https://pubmed.ncbi.nlm.nih.gov/21320119/; Xiao2009|https://pubmed.ncbi.nlm.nih.gov/19176965/; PinaGarza2009|https://pubmed.ncbi.nlm.nih.gov/19243423/; Peltola2009|https://pubmed.ncbi.nlm.nih.gov/19317886/; Wu2008|https://pubmed.ncbi.nlm.nih.gov/18657175/; Berkovic2007|https://pubmed.ncbi.nlm.nih.gov/17625106/; Tsai2006|https://pubmed.ncbi.nlm.nih.gov/16417534/; Glauser2006|https://pubmed.ncbi.nlm.nih.gov/16641323/; Boon2002|https://pubmed.ncbi.nlm.nih.gov/11823112/; Shorvon2000|https://pubmed.ncbi.nlm.nih.gov/10999557/; Cereghino2000|https://pubmed.ncbi.nlm.nih.gov/10908898/; Betts2000|https://pubmed.ncbi.nlm.nih.gov/10845730/; BenMenachem2000|https://pubmed.ncbi.nlm.nih.gov/11051122/,Rosenfeld2009|https://pubmed.ncbi.nlm.nih.gov/19327967/
new_pubmed_phase_ii_iii_rct-5f6244068644,high,new_pubmed_phase_ii_iii_rct,levetiracetam,PubMed,pubmed_phase_ii_iii_rct_links,True,False,New qualifying placebo-controlled randomized phase II/III ASM trial report: Effects of levetiracetam as an add-on therapy on cognitive function and quality of life in patients with refractory partial seizures.,https://pubmed.ncbi.nlm.nih.gov/18024209/,PeterDerex2022|https://pubmed.ncbi.nlm.nih.gov/35963261/; Wu2018|https://pubmed.ncbi.nlm.nih.gov/30525116/; Navarro2015|https://pubmed.ncbi.nlm.nih.gov/26627366/; Larsson2012|https://pubmed.ncbi.nlm.nih.gov/22494796/; Fattore2011|https://pubmed.ncbi.nlm.nih.gov/21320119/; Xiao2009|https://pubmed.ncbi.nlm.nih.gov/19176965/; PinaGarza2009|https://pubmed.ncbi.nlm.nih.gov/19243423/; Peltola2009|https://pubmed.ncbi.nlm.nih.gov/19317886/; Wu2008|https://pubmed.ncbi.nlm.nih.gov/18657175/; Berkovic2007|https://pubmed.ncbi.nlm.nih.gov/17625106/; Tsai2006|https://pubmed.ncbi.nlm.nih.gov/16417534/; Glauser2006|https://pubmed.ncbi.nlm.nih.gov/16641323/; Boon2002|https://pubmed.ncbi.nlm.nih.gov/11823112/; Shorvon2000|https://pubmed.ncbi.nlm.nih.gov/10999557/; Cereghino2000|https://pubmed.ncbi.nlm.nih.gov/10908898/; Betts2000|https://pubmed.ncbi.nlm.nih.gov/10845730/; BenMenachem2000|https://pubmed.ncbi.nlm.nih.gov/11051122/,Zhou2007|https://pubmed.ncbi.nlm.nih.gov/18024209/
new_pubmed_phase_ii_iii_rct-5b3658191b8d,high,new_pubmed_phase_ii_iii_rct,levetiracetam,PubMed,pubmed_phase_ii_iii_rct_links,True,False,New qualifying placebo-controlled randomized phase II/III ASM trial report: Onset of action of levetiracetam: a RCT trial using therapeutic intensive seizure analysis (TISA).,https://pubmed.ncbi.nlm.nih.gov/16529615/,PeterDerex2022|https://pubmed.ncbi.nlm.nih.gov/35963261/; Wu2018|https://pubmed.ncbi.nlm.nih.gov/30525116/; Navarro2015|https://pubmed.ncbi.nlm.nih.gov/26627366/; Larsson2012|https://pubmed.ncbi.nlm.nih.gov/22494796/; Fattore2011|https://pubmed.ncbi.nlm.nih.gov/21320119/; Xiao2009|https://pubmed.ncbi.nlm.nih.gov/19176965/; PinaGarza2009|https://pubmed.ncbi.nlm.nih.gov/19243423/; Peltola2009|https://pubmed.ncbi.nlm.nih.gov/19317886/; Wu2008|https://pubmed.ncbi.nlm.nih.gov/18657175/; Berkovic2007|https://pubmed.ncbi.nlm.nih.gov/17625106/; Tsai2006|https://pubmed.ncbi.nlm.nih.gov/16417534/; Glauser2006|https://pubmed.ncbi.nlm.nih.gov/16641323/; Boon2002|https://pubmed.ncbi.nlm.nih.gov/11823112/; Shorvon2000|https://pubmed.ncbi.nlm.nih.gov/10999557/; Cereghino2000|https://pubmed.ncbi.nlm.nih.gov/10908898/; Betts2000|https://pubmed.ncbi.nlm.nih.gov/10845730/; BenMenachem2000|https://pubmed.ncbi.nlm.nih.gov/11051122/,Stefan2006|https://pubmed.ncbi.nlm.nih.gov/16529615/
new_pubmed_phase_ii_iii_rct-9fb1d178b578,high,new_pubmed_phase_ii_iii_rct,levetiracetam,PubMed,pubmed_phase_ii_iii_rct_links,True,False,New qualifying placebo-controlled randomized phase II/III ASM trial report: Effect of levetiracetam on epilepsy-related quality of life. N132 Study Group.,https://pubmed.ncbi.nlm.nih.gov/10897159/,PeterDerex2022|https://pubmed.ncbi.nlm.nih.gov/35963261/; Wu2018|https://pubmed.ncbi.nlm.nih.gov/30525116/; Navarro2015|https://pubmed.ncbi.nlm.nih.gov/26627366/; Larsson2012|https://pubmed.ncbi.nlm.nih.gov/22494796/; Fattore2011|https://pubmed.ncbi.nlm.nih.gov/21320119/; Xiao2009|https://pubmed.ncbi.nlm.nih.gov/19176965/; PinaGarza2009|https://pubmed.ncbi.nlm.nih.gov/19243423/; Peltola2009|https://pubmed.ncbi.nlm.nih.gov/19317886/; Wu2008|https://pubmed.ncbi.nlm.nih.gov/18657175/; Berkovic2007|https://pubmed.ncbi.nlm.nih.gov/17625106/; Tsai2006|https://pubmed.ncbi.nlm.nih.gov/16417534/; Glauser2006|https://pubmed.ncbi.nlm.nih.gov/16641323/; Boon2002|https://pubmed.ncbi.nlm.nih.gov/11823112/; Shorvon2000|https://pubmed.ncbi.nlm.nih.gov/10999557/; Cereghino2000|https://pubmed.ncbi.nlm.nih.gov/10908898/; Betts2000|https://pubmed.ncbi.nlm.nih.gov/10845730/; BenMenachem2000|https://pubmed.ncbi.nlm.nih.gov/11051122/,Cramer2000|https://pubmed.ncbi.nlm.nih.gov/10897159/
rct_pubmed_concordance_problem-51f446cddcae,high,rct_pubmed_concordance_problem,levetiracetam,PubMed,pubmed_phase_ii_iii_rct_links,False,True,Existing RCT link may be assigned to the wrong drug or may not meet the phase II/III placebo-controlled randomized epilepsy criteria: title lacks primary randomized/placebo/phase trial language.,https://pubmed.ncbi.nlm.nih.gov/19176965/,Xiao2009|https://pubmed.ncbi.nlm.nih.gov/19176965/,update_check on 07-12-2026: PMID 19176965 needs manual review for levetiracetam; PubMed validation reason: title lacks primary randomized/placebo/phase trial language.
rct_pubmed_concordance_problem-65197cd6d5ec,high,rct_pubmed_concordance_problem,levetiracetam,PubMed,pubmed_phase_ii_iii_rct_links,False,True,Existing RCT link may be assigned to the wrong drug or may not meet the phase II/III placebo-controlled randomized epilepsy criteria: title lacks primary randomized/placebo/phase trial language.,https://pubmed.ncbi.nlm.nih.gov/19243423/,PinaGarza2009|https://pubmed.ncbi.nlm.nih.gov/19243423/,update_check on 07-12-2026: PMID 19243423 needs manual review for levetiracetam; PubMed validation reason: title lacks primary randomized/placebo/phase trial language.
new_or_missing_approved_asm-a88f18de4d91,high,new_or_missing_approved_asm,levetiracetam oral,FDA/openFDA,generic_name,True,False,Medication candidate 'levetiracetam oral' was found in external source(s) but not in ASM-list.csv. FDA/openFDA confirmation supports adding a skeletal row. Evidence: openFDA label indication text matched 'partial-onset seizures'; effective_time=20240803,https://api.fda.gov/drug/label.json?search=indications_and_usage%3A%22partial-onset+seizures%22&limit=100,,levetiracetam oral
new_or_missing_approved_asm-e736462ff1bf,high,new_or_missing_approved_asm,methadone,FDA/openFDA,generic_name,True,False,Medication candidate 'methadone' was found in external source(s) but not in ASM-list.csv. FDA/openFDA confirmation supports adding a skeletal row. Evidence: openFDA label indication text matched 'seizure'; effective_time=20251231,https://api.fda.gov/drug/label.json?search=indications_and_usage%3A%22seizure%22&limit=100,,methadone
new_pubmed_phase_ii_iii_rct-0ecabda8188f,high,new_pubmed_phase_ii_iii_rct,perampanel,PubMed,pubmed_phase_ii_iii_rct_links,True,False,New qualifying placebo-controlled randomized phase II/III ASM trial report: Cognitive effects of adjunctive perampanel for partial-onset seizures: A randomized trial.,https://pubmed.ncbi.nlm.nih.gov/26724782/,Vossler2024|https://pubmed.ncbi.nlm.nih.gov/39576191/; Nishida2017|https://pubmed.ncbi.nlm.nih.gov/29250772/; Lagae2016|https://pubmed.ncbi.nlm.nih.gov/27221398/; French2015|https://pubmed.ncbi.nlm.nih.gov/26296511/; Belousova2014|https://pubmed.ncbi.nlm.nih.gov/25345628/; Krauss2012|https://pubmed.ncbi.nlm.nih.gov/22517103/; French2012b|https://pubmed.ncbi.nlm.nih.gov/22905857/; French2012|https://pubmed.ncbi.nlm.nih.gov/22843280/,Meador2016|https://pubmed.ncbi.nlm.nih.gov/26724782/
new_pubmed_phase_ii_iii_rct-1584ae761e3f,high,new_pubmed_phase_ii_iii_rct,perampanel,PubMed,pubmed_phase_ii_iii_rct_links,True,False,New qualifying placebo-controlled randomized phase II/III ASM trial report: Lack of effect of perampanel on QT interval duration: Results from a thorough QT analysis and pooled partial seizure Phase III clinical trials.,https://pubmed.ncbi.nlm.nih.gov/26088895/,Vossler2024|https://pubmed.ncbi.nlm.nih.gov/39576191/; Nishida2017|https://pubmed.ncbi.nlm.nih.gov/29250772/; Lagae2016|https://pubmed.ncbi.nlm.nih.gov/27221398/; French2015|https://pubmed.ncbi.nlm.nih.gov/26296511/; Belousova2014|https://pubmed.ncbi.nlm.nih.gov/25345628/; Krauss2012|https://pubmed.ncbi.nlm.nih.gov/22517103/; French2012b|https://pubmed.ncbi.nlm.nih.gov/22905857/; French2012|https://pubmed.ncbi.nlm.nih.gov/22843280/,Yang2015|https://pubmed.ncbi.nlm.nih.gov/26088895/
new_or_missing_approved_asm-45ca6bce587b,high,new_or_missing_approved_asm,phenobarbital sodium,FDA/openFDA,generic_name,True,False,Medication candidate 'phenobarbital sodium' was found in external source(s) but not in ASM-list.csv. FDA/openFDA confirmation supports adding a skeletal row. Evidence: openFDA label indication text matched 'status epilepticus'; effective_time=20251105,https://api.fda.gov/drug/label.json?search=indications_and_usage%3A%22status+epilepticus%22&limit=100,,phenobarbital sodium
new_pubmed_phase_ii_iii_rct-62aa3a8f4e16,high,new_pubmed_phase_ii_iii_rct,phenytoin,PubMed,pubmed_phase_ii_iii_rct_links,True,False,"New qualifying placebo-controlled randomized phase II/III ASM trial report: A double-blind, placebo-controlled interaction study between oxcarbazepine and carbamazepine, sodium valproate and phenytoin in epileptic patients.",https://pubmed.ncbi.nlm.nih.gov/8148215/,Young2004|https://pubmed.ncbi.nlm.nih.gov/15039684/; DeSantis2002|https://pubmed.ncbi.nlm.nih.gov/11903465/; Dikmen1991|https://pubmed.ncbi.nlm.nih.gov/1995974/; Temkin1990|https://pubmed.ncbi.nlm.nih.gov/2115976/; Bacon1981|https://pubmed.ncbi.nlm.nih.gov/6116084/; North1980|https://pubmed.ncbi.nlm.nih.gov/6101843/,McKee1994|https://pubmed.ncbi.nlm.nih.gov/8148215/
new_pubmed_phase_ii_iii_rct-27e4f41b19a7,high,new_pubmed_phase_ii_iii_rct,phenytoin,PubMed,pubmed_phase_ii_iii_rct_links,True,False,"New qualifying placebo-controlled randomized phase II/III ASM trial report: The administration of folic acid to institutionalized epileptic adults with phenytoin-induced gingival hyperplasia. A double-blind, randomized, placebo-controlled, parallel study.",https://pubmed.ncbi.nlm.nih.gov/1828561/,Young2004|https://pubmed.ncbi.nlm.nih.gov/15039684/; DeSantis2002|https://pubmed.ncbi.nlm.nih.gov/11903465/; Dikmen1991|https://pubmed.ncbi.nlm.nih.gov/1995974/; Temkin1990|https://pubmed.ncbi.nlm.nih.gov/2115976/; Bacon1981|https://pubmed.ncbi.nlm.nih.gov/6116084/; North1980|https://pubmed.ncbi.nlm.nih.gov/6101843/,Brown1991|https://pubmed.ncbi.nlm.nih.gov/1828561/
new_or_missing_approved_asm-5f652acc7fe2,high,new_or_missing_approved_asm,phenytoin sodium,FDA/openFDA,generic_name,True,False,Medication candidate 'phenytoin sodium' was found in external source(s) but not in ASM-list.csv. FDA/openFDA confirmation supports adding a skeletal row. Evidence: openFDA label indication text matched 'status epilepticus'; effective_time=20240409,https://api.fda.gov/drug/label.json?search=indications_and_usage%3A%22status+epilepticus%22&limit=100,,phenytoin sodium
rct_pubmed_concordance_problem-176cdd899650,high,rct_pubmed_concordance_problem,pregabalin,PubMed,pubmed_phase_ii_iii_rct_links,False,True,Existing RCT link may be assigned to the wrong drug or may not meet the phase II/III placebo-controlled randomized epilepsy criteria: title lacks primary randomized/placebo/phase trial language.,https://pubmed.ncbi.nlm.nih.gov/20696552/,Baulac2010|https://pubmed.ncbi.nlm.nih.gov/20696552/,update_check on 07-12-2026: PMID 20696552 needs manual review for pregabalin; PubMed validation reason: title lacks primary randomized/placebo/phase trial language.
rct_pubmed_concordance_problem-385e6ba23633,high,rct_pubmed_concordance_problem,pregabalin,PubMed,pubmed_phase_ii_iii_rct_links,False,True,Existing RCT link may be assigned to the wrong drug or may not meet the phase II/III placebo-controlled randomized epilepsy criteria: drug appears in title but not as primary intervention.,https://pubmed.ncbi.nlm.nih.gov/15699378/,Beydoun2005|https://pubmed.ncbi.nlm.nih.gov/15699378/,update_check on 07-12-2026: PMID 15699378 needs manual review for pregabalin; PubMed validation reason: drug appears in title but not as primary intervention.
rct_pubmed_concordance_problem-8768a285d33a,high,rct_pubmed_concordance_problem,rufinamide,PubMed,pubmed_phase_ii_iii_rct_links,False,True,Existing RCT link may be assigned to the wrong drug or may not meet the phase II/III placebo-controlled randomized epilepsy criteria: title lacks primary randomized/placebo/phase trial language.,https://pubmed.ncbi.nlm.nih.gov/18401024/,Glauser2008|https://pubmed.ncbi.nlm.nih.gov/18401024/,update_check on 07-12-2026: PMID 18401024 needs manual review for rufinamide; PubMed validation reason: title lacks primary randomized/placebo/phase trial language.
rct_pubmed_concordance_problem-062124a36e11,high,rct_pubmed_concordance_problem,sultiame,PubMed,pubmed_phase_ii_iii_rct_links,False,True,Existing RCT link may be assigned to the wrong drug or may not meet the phase II/III placebo-controlled randomized epilepsy criteria: title lacks seizure/epilepsy context.,https://pubmed.ncbi.nlm.nih.gov/14738417/,Debus2004|https://pubmed.ncbi.nlm.nih.gov/14738417/,update_check on 07-12-2026: PMID 14738417 needs manual review for sultiame; PubMed validation reason: title lacks seizure/epilepsy context.
rct_pubmed_concordance_problem-bd4809ed0a9a,high,rct_pubmed_concordance_problem,tiagabine,PubMed,pubmed_phase_ii_iii_rct_links,False,True,Existing RCT link may be assigned to the wrong drug or may not meet the phase II/III placebo-controlled randomized epilepsy criteria: title lacks primary randomized/placebo/phase trial language.,https://pubmed.ncbi.nlm.nih.gov/9152116/,Sachdeo1997|https://pubmed.ncbi.nlm.nih.gov/9152116/,update_check on 07-12-2026: PMID 9152116 needs manual review for tiagabine; PubMed validation reason: title lacks primary randomized/placebo/phase trial language.
new_pubmed_phase_ii_iii_rct-8b994db9a357,high,new_pubmed_phase_ii_iii_rct,topiramate,PubMed,pubmed_phase_ii_iii_rct_links,True,False,"New qualifying placebo-controlled randomized phase II/III ASM trial report: A randomized, double-blind, placebo-controlled trial of topiramate in adults with epilepsy and intellectual disability: impact on seizures, severity, and quality of life.",https://pubmed.ncbi.nlm.nih.gov/16140593/,Zhang2011|https://pubmed.ncbi.nlm.nih.gov/21672344/; Novotny2010|https://pubmed.ncbi.nlm.nih.gov/20089937/; Guberman2002|https://pubmed.ncbi.nlm.nih.gov/12225311/; Yen2000|https://pubmed.ncbi.nlm.nih.gov/10999555/; Sachdeo1999|https://pubmed.ncbi.nlm.nih.gov/10371538/; PMID1999|https://pubmed.ncbi.nlm.nih.gov/10612342/; Elterman1999|https://pubmed.ncbi.nlm.nih.gov/10227615/; Biton1999|https://pubmed.ncbi.nlm.nih.gov/10227614/; Faught1997|https://pubmed.ncbi.nlm.nih.gov/9092954/; Tassinari1996|https://pubmed.ncbi.nlm.nih.gov/8764816/; Sharief1996|https://pubmed.ncbi.nlm.nih.gov/8956919/; Privitera1996|https://pubmed.ncbi.nlm.nih.gov/8649569/; Faught1996|https://pubmed.ncbi.nlm.nih.gov/8649570/; BenMenachem1996|https://pubmed.ncbi.nlm.nih.gov/8641230/,Kerr2005|https://pubmed.ncbi.nlm.nih.gov/16140593/
rct_pubmed_concordance_problem-00be9c4a6928,high,rct_pubmed_concordance_problem,topiramate,PubMed,pubmed_phase_ii_iii_rct_links,False,True,Existing RCT link may be assigned to the wrong drug or may not meet the phase II/III placebo-controlled randomized epilepsy criteria: title lacks primary randomized/placebo/phase trial language.,https://pubmed.ncbi.nlm.nih.gov/21672344/,Zhang2011|https://pubmed.ncbi.nlm.nih.gov/21672344/,update_check on 07-12-2026: PMID 21672344 needs manual review for topiramate; PubMed validation reason: title lacks primary randomized/placebo/phase trial language.
rct_pubmed_concordance_problem-40909b3dfcc3,high,rct_pubmed_concordance_problem,topiramate,PubMed,pubmed_phase_ii_iii_rct_links,False,True,Existing RCT link may be assigned to the wrong drug or may not meet the phase II/III placebo-controlled randomized epilepsy criteria: title lacks primary randomized/placebo/phase trial language.,https://pubmed.ncbi.nlm.nih.gov/12225311/,Guberman2002|https://pubmed.ncbi.nlm.nih.gov/12225311/,update_check on 07-12-2026: PMID 12225311 needs manual review for topiramate; PubMed validation reason: title lacks primary randomized/placebo/phase trial language.
new_or_missing_approved_asm-746f68877bf7,high,new_or_missing_approved_asm,topiramate spinkle,FDA/openFDA,generic_name,True,False,Medication candidate 'topiramate spinkle' was found in external source(s) but not in ASM-list.csv. FDA/openFDA confirmation supports adding a skeletal row. Evidence: openFDA label indication text matched 'lennox-gastaut'; effective_time=20251225,https://api.fda.gov/drug/label.json?search=indications_and_usage%3A%22lennox-gastaut%22&limit=100,,topiramate spinkle
rct_pubmed_concordance_problem-502ee9595b13,high,rct_pubmed_concordance_problem,valproic acid,PubMed,pubmed_phase_ii_iii_rct_links,False,True,Existing RCT link may be assigned to the wrong drug or may not meet the phase II/III placebo-controlled randomized epilepsy criteria: title lacks primary randomized/placebo/phase trial language.,https://pubmed.ncbi.nlm.nih.gov/8559420/,Willmore1996|https://pubmed.ncbi.nlm.nih.gov/8559420/,update_check on 07-12-2026: PMID 8559420 needs manual review for valproic acid; PubMed validation reason: title lacks primary randomized/placebo/phase trial language.
new_pubmed_phase_ii_iii_rct-47c09f4139bd,high,new_pubmed_phase_ii_iii_rct,vigabatrin,PubMed,pubmed_phase_ii_iii_rct_links,True,False,"New qualifying placebo-controlled randomized phase II/III ASM trial report: Comment on ""Safety and efficacy of vigabatrin add on compared to placebo in Lennox-Gastaut syndrome (LennoVig): A single center randomized double-blind placebo-controlled trial"".",https://pubmed.ncbi.nlm.nih.gov/41864166/,Kalita2025|https://pubmed.ncbi.nlm.nih.gov/41500178/; Bebin2023|https://pubmed.ncbi.nlm.nih.gov/37638552/; Bruni2000|https://pubmed.ncbi.nlm.nih.gov/10777431/; Dean1999|https://pubmed.ncbi.nlm.nih.gov/9924905/; Appleton1999|https://pubmed.ncbi.nlm.nih.gov/10565592/; Beran1996|https://pubmed.ncbi.nlm.nih.gov/8952010/; Jackson1994|https://pubmed.ncbi.nlm.nih.gov/7957035/; Grunewald1994|https://pubmed.ncbi.nlm.nih.gov/8089668/; Gillham1993|https://pubmed.ncbi.nlm.nih.gov/8270925/; PMID1992|https://pubmed.ncbi.nlm.nih.gov/1483856/; Cosi1989|https://pubmed.ncbi.nlm.nih.gov/2757911/; Cosi1988|https://pubmed.ncbi.nlm.nih.gov/3130253/; Tassinari1987|https://pubmed.ncbi.nlm.nih.gov/2887152/; Tartara1986|https://pubmed.ncbi.nlm.nih.gov/3536469/; Loiseau1986|https://pubmed.ncbi.nlm.nih.gov/3514204/; Rimmer1984|https://pubmed.ncbi.nlm.nih.gov/6141335/,Mantry2026|https://pubmed.ncbi.nlm.nih.gov/41864166/
new_pubmed_phase_ii_iii_rct-fe1cea84b7d2,high,new_pubmed_phase_ii_iii_rct,vigabatrin,PubMed,pubmed_phase_ii_iii_rct_links,True,False,"New qualifying placebo-controlled randomized phase II/III ASM trial report: Comment on ""Safety and efficacy of vigabatrin add on compared to placebo in Lennox-Gastaut syndrome (LennoVig): A single center randomized double-blind placebo-controlled trial"".",https://pubmed.ncbi.nlm.nih.gov/41735087/,Kalita2025|https://pubmed.ncbi.nlm.nih.gov/41500178/; Bebin2023|https://pubmed.ncbi.nlm.nih.gov/37638552/; Bruni2000|https://pubmed.ncbi.nlm.nih.gov/10777431/; Dean1999|https://pubmed.ncbi.nlm.nih.gov/9924905/; Appleton1999|https://pubmed.ncbi.nlm.nih.gov/10565592/; Beran1996|https://pubmed.ncbi.nlm.nih.gov/8952010/; Jackson1994|https://pubmed.ncbi.nlm.nih.gov/7957035/; Grunewald1994|https://pubmed.ncbi.nlm.nih.gov/8089668/; Gillham1993|https://pubmed.ncbi.nlm.nih.gov/8270925/; PMID1992|https://pubmed.ncbi.nlm.nih.gov/1483856/; Cosi1989|https://pubmed.ncbi.nlm.nih.gov/2757911/; Cosi1988|https://pubmed.ncbi.nlm.nih.gov/3130253/; Tassinari1987|https://pubmed.ncbi.nlm.nih.gov/2887152/; Tartara1986|https://pubmed.ncbi.nlm.nih.gov/3536469/; Loiseau1986|https://pubmed.ncbi.nlm.nih.gov/3514204/; Rimmer1984|https://pubmed.ncbi.nlm.nih.gov/6141335/,Awasthi2026|https://pubmed.ncbi.nlm.nih.gov/41735087/
new_pubmed_phase_ii_iii_rct-b072cf5cadf9,high,new_pubmed_phase_ii_iii_rct,vigabatrin,PubMed,pubmed_phase_ii_iii_rct_links,True,False,"New qualifying placebo-controlled randomized phase II/III ASM trial report: Comment on ""safety and efficacy of vigabatrin add on compared to placebo in Lennox-Gastaut syndrome (LennoVig): A single center randomized double-blind placebo-controlled trial"".",https://pubmed.ncbi.nlm.nih.gov/41679982/,Kalita2025|https://pubmed.ncbi.nlm.nih.gov/41500178/; Bebin2023|https://pubmed.ncbi.nlm.nih.gov/37638552/; Bruni2000|https://pubmed.ncbi.nlm.nih.gov/10777431/; Dean1999|https://pubmed.ncbi.nlm.nih.gov/9924905/; Appleton1999|https://pubmed.ncbi.nlm.nih.gov/10565592/; Beran1996|https://pubmed.ncbi.nlm.nih.gov/8952010/; Jackson1994|https://pubmed.ncbi.nlm.nih.gov/7957035/; Grunewald1994|https://pubmed.ncbi.nlm.nih.gov/8089668/; Gillham1993|https://pubmed.ncbi.nlm.nih.gov/8270925/; PMID1992|https://pubmed.ncbi.nlm.nih.gov/1483856/; Cosi1989|https://pubmed.ncbi.nlm.nih.gov/2757911/; Cosi1988|https://pubmed.ncbi.nlm.nih.gov/3130253/; Tassinari1987|https://pubmed.ncbi.nlm.nih.gov/2887152/; Tartara1986|https://pubmed.ncbi.nlm.nih.gov/3536469/; Loiseau1986|https://pubmed.ncbi.nlm.nih.gov/3514204/; Rimmer1984|https://pubmed.ncbi.nlm.nih.gov/6141335/,Xu2026|https://pubmed.ncbi.nlm.nih.gov/41679982/
